label,body_text
y,is so hungry he can eat a horse. original i know. i can't think of original shit on an empty stomach!
y,bar tonight?  anyone want to join me??
y,never appreciated how good a dancer *PROPNAME* was until the recent marathons of Dirty Dancing. Kudos where kudos are due.
y,is thanking God for another day in the land of the living. For tomorrow is not promised. A harsh reminder that we have a limited time to mend broken relationships achieve our goals and be with the ones we love.
y,<3 baking cookies
y,"""Love and compassion are necessities, not luxuries. Without them humanity cannot survive"" - Dalai Lama"
y,"got a white Christmas of her own: hilltop house engulfed in a cloud all day! Thx for pulling through, St. John ;-)"
y,Let go Spartans LETS GO!
y,bruno anyone?
y,is Sick and blames You
y,is getting ready to wrap up her first week in NYC.
y,i think its unholy to be up at this hour twice in two days....
y,"Funny: Every time I have to spell a word over the phone using 'as in' examples, I will undoubtedly draw a blank and sound like a complete idiot. Today I had to spell my boss's last name to an attorney and said ""Yes that's G as in...(10 second lapse)..ummm...Goonies"""
y,phone = dead; chat with me here
y,grrrr bloody personal statement - have spent about 4 hours on it now n still have to get rid of 3 lines - its takin just as long to delete parts as it did to write the whole thing :( :(
y,To see you when I wake up Is a gift I didn't think could be real
y,wonders if people read his profile.
y,I've finally arrived creaking into the facebook generation!  Hello everyone
y,I'm not quite sure how I feel about having my singing voice compared to *PROPNAME* (especially when the boyfriend makes the comparison).
y,may have overworked my abs today...feel torn
y,"""Distance is just a test to see how far love can travel"""
y,Feels like punching something. What should it be?
y,Man date at Hokkaido...SMAAART!
y,RIP Prague nights Fall semester 2007
y,nm... out for a walk to the PIER! llame to make the walk go faster... or to come along :)
y,ARGGGGGGGGGGGGG!!!!!!!
y,is officially more than halfway done studying for Step 1. Yikos.
y,"Happy Lunar New Year, Chuc Mung Nam Moi, Xing Nian Kwai Le"
y,frick! my chem class is filled up already and i need it or the next two years of my life is messed up!!!!!
y,Im so happy for the Saints!!! Now time to sober up and look forward to the Olympics
y,some asshole side-swided my car...
y,"Not going to work today...i have a laker game to watch, very important. priorities, priorities."
y,snow snow snow SNOW!!!!!! HERE I COME!!!!
y,"Stupid PC... seriously asking to get chucked out the window.  But in the spirit of the season, it shall be spared."
y,"research, poster day, french class (je deteste), work 3:30 to close, then finally home. Long day today."
y,bruker facebook på SAMISK gahaha
y,wondering if I've got the strength to get through this one : //
y,gets to see lil roady in TRE UKER
y,excited for boundary waters trip
y,First day quitting smoking...wish me luck!!!
y,finally gets to go home tomorrow!
y,needs one day at a time...sigh
y,c'mon ducks! kill it! i wanna do you
y,"thinks it feels pretty fly to see her tiny shoots of arugula (and spinach, kale, and two types of lettuces) battling the odds!"
y,woke up with Queen in her head.
y,"is still living with your ghost, lonely and dreaming of the west coast. She just wants to feel some sunshine."
y,wants the world to hurry up and end already.....
y,just booked VEGAS. So excited!!
y,~ Mystery Retreat
y,phone sucks
y,boar dumb
y,"Anyone know a plow guy lookin' for work?  haha.  Seriously, if you know anyone that can get to us today or early tomorrow - send me the info, yo."
y,rarely ever gets sick. Hopefully this will pass quickly.
y,interview @ Elon!!
y,dying of dysentry...
y,ugh. dont feel good again.....ugh
y,District 9: not perfect but definitely lives up to the hype
y,One of my prospective students just asked me out...is it 3 yet?  This week has been crazy...
y,needs free and lazy costume ideas. The polls are open!
y,"cause all I really want's to be with you, feelin like I matter too. if I hadn't blown the whole thing years ago, I might be here with you"
y,Hoping it's not gonna rain today... or... in the next week... or... ever.
y,"spending the next few hours reading about Language Arts framework, consonant digraphs and vowel diphthongs...yay...PSYCH!! :("
y,just calculated my carbon foot print...SICK!
y,My cat is looking for the door into summer.
y,No pueo creer q todos se metan tanto a facebook! Y yo q pense q yo era un viciao execivo! haha... XDXD
y,"Yea, so, *PROPNAME*'s reading assignment...not due tomorrow. Just letting you guys know."
y,is back in DE for the Dover race tomorrow!
y,is soooo sleepy
y,*PROPNAME* needs to fix its record keeping big time!
y,I hope everyone had a wonderful Thanksgiving!
y,I want to travel anywhere..
y,Merry Christmas & All The Love...  *PROPNAME* ;o) xxxxxxxxxxxxxxxxxxxxxxxxxxxxx
y,"Is wearing red lipstick, watching movies, hot boys, and her mother screech at the family dog..... ""random"" doesnt even begin to describe this scene"
y,"""I may be limping, but I'm coming home"""
y,"is simultaneously packing, doing laundry, cleaning, and jamming out.  Ah, productivity."
y,is already hard at work!
y,"Well, now time for a near trans-continental train ride!"
y,dying for first vietnamese food in years. i could dream of pho tonight
y,Has a fever of 102 :(
y,had a super fun sleepover with *PROPNAME* and *PROPNAME* last night! Next time we'll do pole vids and photoshoot!
y,has to build her facebook app...
y,R.I.P *PROPNAME*! You and your music will alway be in my heart :(
y,"dem gracias a todos los que vinieron, me ayudaron dem!!!! *PROPNAME*, *PROPNAME*, *PROPNAME* y *PROPNAME* gratcie por tocar  y poner todO! son exitosos..."
y,"just finished watching "" Dear Zachary: a letter from a father to his son"". It was a pretty good documentary but very emotional...I suggest having tissues nearby"
y,looking forward to Christmas festivities!
y,All the classy broads hit up half price wine night right?...
y,On her way to NOLA!
y,what what! The leaves are a turnin' yellow! I hold the power of the button that lets people in the door..mwawaahh haha
y,Off to see whats left of the Beach Boys (I go white one day a year)
y,"eeeeeehhhhhhhhh, ppppppuuuuuuuuttttttoooooooo! 1-0 Mexico"
y,Watched 9 and. it was fantastic!
y,Day off tomorrow!!!! Who's up for sledding?!?! Text me!
y,How does that kind of fallen even happen that quickly?
y,is sad to discover that 8+ hours of sleep is needed to keep this old(er) body going.
y,Have a new IPOD :)
y,"thought some chick was hitting on me last night, but it turned out she was just getting my attention so she could make fun of me for being over 20 and still wearing Abercrombie. FML!"
y,is celebrating with Speaker *PROPNAME* on the passage of health reform in the House
y,did an hour long workout and now I'm trying to convince myself to vacuum the house.
y,"Getting some much needed TLC from mom...and the trap is cleaner than ever, which is nice!"
y,I am so jealous of everyone that is already of Thanksgiving break...
y,feria del queso en Turrialba...arooo
y,YUPII:) VW !!!
y,stomach wants to kill me ://
y,"""The creature took the form of a lovely maiden with the idea of bewitching us with her many charms, in the hope that she might get our fish."""
y,croup - let the nighttime fun begin...
y,...will make a better attempt at cleaning tomorrow.
y,is pretty sure I'm coming down with whatever *PROPNAME* considering I just folded a load of towels and now feel completely drained.  The good news is that the TV is working again:)
y,Hoidia celebro mi pertenencia a mas de 100 grupos! :D
y,thinks that she's allowed to have foooooooood today!
y,is going to eat ice cream cake before lunch.  :D
y,is surprised that *PROPNAME* and *PROPNAME* are engaged. Found out not at Perez..
y,has analyzed our data to quantize the way we feel... :D
y,going to the gym
y,book-faced HACKED!!!! muahahahahaha
y,is having fun at work.
y,wishes everyone a Happy New Year!
y,is headed to India over winter break!
y,0.7 inches of rain!!!
y,"Busy week with Rehearsals and 3 great concerts with Maestro *PROPNAME* and soloist *PROPNAME* and *PROPNAME* Violin Cto and Bruckner 7, bday party in Shinsaibashi Osaka, Konami gym, Japanese lessons, duets, Thanksgiving dinner, and soon to come: Universal Studios!"
y,would rather be potting. Even after 10 hours in the studio this weekend...
y,"thinks she was sleepwalking last night""...I don't remember wearing this when I went to bed..."""
y,I need a name for my sewing collection - ideas welcome :)
y,likes the new Spartan football promo video! :) I'm exited for football season!
y,~ the kittens have officially been named. *PROPNAME* and *PROPNAME*.
y,"loved The Princess and the Frog...I almost cried! Finally at age 24 I get to see a Disney Princess on the big screen, and it was so special to me...I just ? this movie! *PROPNAME* you are the perfect date! xoxoxox"
y,B'lore..here I come...
y,"“If one dream should fall and break into a thousand pieces, never be afraid to pick one of those pieces up and begin again.” --*PROPNAME*,"
y,Im so bored!!!
y,"thinks she must say her name strangle when answering the phone at work, as most ppl hear (*PROPNAME*, *PROPNAME*, *PROPNAME*, *PROPNAME*, *PROPNAME*, and *PROPNAME*)...I am not sure how they get that from ""*PROPNAME* speaking"" lol but it is funny to be called *PROPNAME* and *PROPNAME*??? Crazy day lol"
y,Just ran 18 miles....
y,is thankful for her friends
y,"UGGGGGGHHHHH! My WoW account is totally screwed up and now they've ""permanently disabled"" it. So not cool!"
y,R.I.P. *PROPNAME*! :'(
y,is hungry.
y,Ata motseh chen b'aynai
y,Sick day today =(
y,on my way to berkeley... im broke need to find an EMT job asap. Sent me $$$. thanks
y,is relaxing in the BAHAMAS :) ?
y,"is home from work, lunch then classes until 7:30pm. Feeling so run-down…wish I could trade body’s or immune systems with someone. Might find out what is wrong with me soon! Waiting for another CT scan."
y,homework and room cleaning then watching lord of the rings with *PROPNAME*
y,"Oh tetanus shot, why must you hurt so much?!"
y,"Steamroll the Irish, Wolverines."
y,"*PROPNAME*, *PROPNAME*, and *PROPNAME*: 3 great men doing great things in 2009."
y,Disneyland with *PROPNAME* today =]]
y,"It's official, we're #1! Best Dessert in LA! Thank you everyone for voting!"
y,"This year, and especially fall has definitely established a theme for itself. Seriously Higher Being, watching a dark comedy may be fun for you, but I can assure you that living it is an entirely opposite experience."
y,"if you know anyone that works for an ambulance company in the east bay, let me know!!!"
y,"Everyone is trying to accomplish something big, not realizing that life is made up of little things"
y,is chillin chillin like a villain straight up out the ghetto mo fo... ...had to re-bust out that line at some point.
y,passed the national EMT exam; off to find a JOB!!! yaaaaay for money.
y,roll on you bearsssss
y,Listening to Hare Krishna ..just in case :D
y,Can't believe he overslept today... of all days... ~.~ The Day of Reckoning is at hand! XD
y,"38 miles last week, more this week, lifting despite the soar screeches on my muscles. My body hates me right now..."
y,"Dear Chicago, what should I do when I miss you so much? :'("
y,Chi-town for the weekend!
y,"*PROPNAME* has officially caused my imminent failing of OB//GYN. I have spent a cumulative day reading ""The Hunger Games"" and its sequel, ""Catching Fire"" in the last week. And now I can't study because I'm pining for the final book in the series, which won't come out til August. Damn you, *PROPNAME*, and your cruel attempt to get me reading again!"
y,"is excited about her first day at her NEW JOB as a college graduate! This is gonna be a FABULOUS DAY! This is the day that the LORD hath made, let us REJOICE and be glad in it!"
y,michael scott dancing in the booze cruise episode is really entertaining to me right now.
y,"Nothing personal against you all as a species, ants, but mi casa es just not su casa."
y,paints some more mural.
y,the spaces between my fingers are where yours fit perfectly :) School til 7:30
y,"""Did someone just page the King of AWESOME?"""
y,"""The star burnned like a flame, pointing the way to God, the King of kings; the wise men saw the sign and brought their gifts in homage to their great King.""  ""Seeing the star, the wise men said: This must signify the birth of some great king. Let us search for him and lay treasures at his feet: gold, frankincense, and myrrh."""
y,"Just passed a Mensa practice exam. Did a litlte worse than I should have, due to having misunderstood 2 or 3 questions, and one seemed like a trick. I feel pretty smart right now nonetheless."
y,could only gaze on *PROPNAME* from afar today at Disney World:(
y,So much to say. So much to do. So much to be. So little time. 24 hours is already to small an amount of time. Its hard to be without you.
y,is excited for a weekend on a lake with friends!! :)
y,Happy New Year!
y,last trauma exam tomorrow! ooo ooooo!
y,feels like sleepin all the way to monday
y,realizes that maybe she will not move to Hawaii…this heat and humidity is killing me slowly. Cleaned her apartment yesterday in the heat and swears she sweat off 10lbs!
y,getting smoked tonight
y,"""Baby I've got you on my mind..."" O_<"
y,Lord please bless our time together. Its so difficult to go so long without being with the treasure You have graced my life with. I pray that you bring her to me safely and that I pursue her well.
y,"FACEBOOK EXPERIMENT- if you are reading this, whether we do or don't speak often, please post a comment of the first memory you have of you and me that pops in your head. When you've finished, post this paragraph on your own status; you'll be surprised what people remember about you!"
y,"is happier today. Today was better. She talked to her supervisor, and an amazing thing happened...things got better. Oh and life is good with Thai food. YUMMY!! I love you...."
y,Back in ATL :)
y,friends list in mafia is filling up to the limit...
y,"""The ages from 13 to 32 are very confusing times"" - *PROPNAME*"
y,Finally Feels like Fall
y,"No wonder *PROPNAME* *PROPNAME* *PROPNAME* dumped *PROPNAME*. His song about her is HORRENDOUS, even for a 90s ballad. Now I understand that *PROPNAME* is a (marginal) step up for her. *Shudder*"
y,fem dager.
y,wants more sunshine!
y,wants an ice cold beer!!
y,The lady at Panera didn't even have to ask me my name today. It showed up on my receipt - spelled correctly.  Maybe I need to hit up Greenberry's for a little bit.
y,Is packed and ready to go to San Francisco//Napa Valley!
y,"""I have a $1.57 and a nickel"""
y,"What do *PROPNAME* and the Miami Dolphins have in common? They make 70,000 people stand up and yell ""Jesus Christ""..."
y,hungry. fee me.
y,I'm on my way to Chicago for two days :)
y,"Damn, U.S. beat Spain? We should be proud"
y,is trying to figure out something super amazing to do on her last two days off...
y,partay. for few hours.
y,You know that feeling you get when you're running a marathon and the endorphins finally kick in...
y,Only made it back to olympic from school...i like : )
y,gloomy cold weather today. I kinda like it. :)
y,So UC Tuition Fees are increasing by 30% and the salary of the UC Regents has been increasing since our fee hikes....SO THAT's where all of our tuition money is going...
y,ughhhhhh!
y,better ace my exam considering i missed the best day of surfing in a long ass time!!!! so mad right now.
y,wants the new Tokio Hotel c.d. =]]
y,Lets make the most of this Year
y,"you'll have to excuse me I'm not at my best, I've been gone for a month, I've been drunk since I left and these so called vacations will soon be my death, I'm so sick from the drink, I need home for a rest"
y,loves bid night!! :)
y,has joined the Harvard Ballroom Team!
y,wishes she was moving on up in the world. but at least she has ja'mie to get her through it.
y,feels severely under-appreciated. It's lame.
y,"And finally, thanks to capitalism, the curse of bin Laden is broken.  GO YANKEES!  Now let's rebuild those towers and get out of Afghanistan."
y,despise the fact i have already been up for almost 3 hours
y,Wishes that the curveballs would stop coming soon.
y,"...when the printer broke at work today, who do you think was asked to stand and manually feed the paper tray one sheet at a time? FML...University education, peer mediation//drug//suicide intervention training, International coordinating experience...I am a paper tray bahahahahaha! (Work until 1pm then class until 7:30pm)"
y,New Years Resolutions 1) To become Kim Possible 2) To get a pony
y,tired
y,Has anyone seen our homework timetables? Fucking A.
y,prøver å lese asbjørnsen og moes samlede eventyr og kan ikke forstå den rare ortografien... og nå føler jeg meg dum
y,"is back in LA! back at work! back to 75 degrees and sunny!  and yet, missing the single-digit temperatures of chicago...."
y,is having the worst day since yesterday.
y,I think I just dreamt about trade and commerce...
y,"getting off work at 6:00pm, WalMart then Harry Potter@9:40pm with the twinnies!!!!"
y,"here we go, steelers, here we go!"
y,~ blasting screamo and there's no one to give me a hard time about it. :D
y,wants to be an emergentist!
y,“Be the change you want to see in the world.”
y,HAPPPY HALLOWEEN!!!!!!!! time to celebrate
y,"Going to my meme's to decorate her Christmas tree, then hanging out with *PROPNAME*. Maybe making some cookies tonight?"
y,i Bergen
y,gets to see ma and sis tomorrow :)
y,loving the air conditioning right now almost as much as my brother *PROPNAME*!  lol
y,"Im sorry Jay I should have included you in that pranck as well.  I miss you man.  I was looking at old pics of ""Raised"".  I couldn't have done it without you.  You will always have a special place in my heart"
y,Very disappointed that the NY legislature voted against legalizing gay marriage.
y,happy hour = bad idea.
y,Who needs Twitter when you have Facebook?
y,At last! House...
y,two minutes into the show and I was already being 'man-handled'....<3
y,is excited for GAMEDAY TOMORROW!!!!! GO STATE!!!!!
y,"Just curious; if I'm so damn annoying with my vocabulary and ideas, might someone tell me why they talk to me exactly?"
y,Fine weather for a walk
y,"Rain, rain, go away, don't come back 'til I'm away!"
y,excited For the Love of *PROPNAME*...now I have a new trashy reality show to enjoy on Monday nights! Why do I find these shows so entertaining??
y,"When one door closes, another one opens..."
y,whats up with real estate REO agents lately?? they need to take the arrogance-stick out of their buttocks.
y,"really hopin this campin thing isnt goin to be as bad as im imaginin - no msn, n minimal hygiene *hides* bye ppl see u in 3 days!"
y,"wants to be like the cute old couple on third avenue who sit outside, rain or shine, together happily watching people walk by..."
y,"Me: ""Omg I am tired after two robotic-assisted laparoscopic hysterectomies with bilateral salpingoopherectomies. *PROPNAME*: ""Awesome I did a fatakanicous dilopidous internal rectomy today too."" I pity the fool who is forced to date a med student."
y,I'ma gonna watch you break it down and dance.
y,thinks she may have to walk to class in the morning.... but still LOVES SNOW!!!!!!
y,new hobby: pillow shams :)
y,"Can't Sleep, clown will eat me"
y,i hate it when my mom leaves...=[[
y,LIVE FROM MY NEW KICK ASS 64-BIT PC
y,"Happy Valentine's day everybody! And especially   to my sweet fiancee (with two ""e's""), *PROPNAME* , who makes this day very very  special  for me! Hey ya'll don't take for granted that you can hold the  one you  love in your arms. I'd give both of my arms just to see my love  right  now."
y,"enjoyed looking at $110,000 pianos with *PROPNAME* yesterday :)"
y,Dear facebook: Please make me happy and allow me to use your application at least on the holidays... when i actually have the desire to: in other words -> FIX YOUR PLUGINS!
y,And sweating like demons they scream through our speakers But we leave the sound on 'cause silence is harder
y,Nothing comes to my mind...
y,is hoping *PROPNAME* slept through the night for *PROPNAME*.
y,Excited about *PROPNAME*'s awesome pics from yesterday;)
y,"profane messages make my day hahahahaha…shower, pj’s, late news, then bed…wondering if you can actually classify the “best sex of your life”?"
y,is. Learning to be at peace and just be is harder than it should be ;). Lord you are. You just ARE. Teach me to be like you. Teach me to be.
y,is home in OC!!!!
y,was handed a random baby at the Temple today for a photo opt...Happy Pongal.
y,Watching K-pax and njoying every momemnt of it
y,"So...apparently, according to urban dictionary...A women named *PROPNAME* is typically very beautiful with an incredible body and nice eyes. They are known to be very loveable. *PROPNAME* are envied by other women...haha...I wish!"
y,100% of people will not copy and paste this.
y,easy sunday
y,"I, not events, have the power to make me happy or unhappy today. I can choose which it shall be. Yesterday is dead, tomorrow hasn't arrived yet. I have just one day, today, and I'm going to be happy in it. -----Grouch Marx"
y,is annoyed that GM decided it would be cool to have some stupid ass bracket for wiper blades on the G6 resulting in me having to pay $70 for replacement blades.
y,"I really really hope people dont start using ""post-it"" as a reason for loyality.  Greys is getting stupid..."
y,Somtimes you just gotta laugh.
y,Yay for tomorrow :P
y,Really do not care for my hyper metabolism
y,work today 8:30-4:30. Open House at *PROPNAME*! Stood outside in the freezing rain and now my mitts and scarf are soaked :oS Hahahahaha Come on weekend!
y,I honestly don't know who *PROPNAME* is.
y,Farscape is 10 years old...
y,SLEEP...
y,RIP *PROPNAME*
y,"If you find yourself wondering about things such as ""how long of a time period is 17% of eight hours?"" and it makes your brain hurt to figure it out in your head, you can go to Google and type in ""17% of eight hours"" and it will tell you."
y,Who dat?!
y,finishing my quilt today
y,why is sjur blasting music at 730 am
y,gets to see mama and emmsy in 9 days!
y,making a quilt
y,perseverance is more than endurance. it is endurance combined with absolute assurance and certainty that what we are looking for is going to happen
y,"""We would shout and swim about// The coral that lies beneath the waves.// Oh what joy for every girl and boy// Knowing they're happy and they're safe!// We would be so happy, you and me,// No one there to tell us what to do.// I'd like to be under the sea// In an octopus' garden with you."" - In Memoriam Requiescat, Pater: August 16, 1962 - April 8, 2006."
y,My pin: 24797c05
y,"A failure establishes only this, that our determination to succeed was not strong enough"
y,It's official: I'd rather have watched 6 depressing foreign language films than this boring 2-hour long piece of crap called Adventureland
y,olive garden tonight =]]
y,"Fight one more round. When your arms are so tired that you can hardly lift your hands to come on guard, fight one more round. When your nose is bleeding and your eyes are black and you are so tired that you wish your opponent would crack you one on the jaw and put you to sleep, fight one more round – remembering that the man who always fights one more round is never beaten"
y,Not really sure y everyone was so dissapointed by the HP film - i thought it was rather gd :D
y,"""Ah, *PROPNAME*. The eyes are open, the mouth moves, but *PROPNAME* has long since departed."" ~ *PROPNAME* XD XD"
y,Love me Dead...
y,Does my insomnia breed mania or does my mania quell my fatigue?
y,Plan A officially scrapped. Good thing I have plan B right? Airportage at 5:45 in the am!
y,dentist today...yay...
y,I wish The beer was tasting better tonight
y,is no longer at *PROPNAME*.
y,chillin manggggggggg. ya know what would be good right now? a mango. that's not code for anything...i mean a MANGO straight up no joke fo sheezy
y,"""Wilt thou change this world... Or wilt thou change thyself?""...can't i do both?"
y,"MHC for Seafood Festival!! Time for some good music, good food, and great friends!"
y,"is getting some work done, then cleaning my room//apartment!...it is HOTTTT outside!"
y,"has mad work to do. and my birthday is tomorrow, how bout that!"
y,relaxing and listening to music. funn stuff
y,"...just keep swimming, studying."
y,Back States' Side :-( What a wonderful trip :-)
y,"why is it that we only realize our own insignificance, when we vainly reach for the stars?"
y,IT'S A SUNSHINE DAY!!! laaa
y,"…over the counter back pills make me sleepy, not good when I have classes all day :oS"
y,Beautiful ceremony for a beautiful person. You will be missed and loved forever but never forgotten. Rest peacefully <3
y,is working on new profile pic as E-28.
y,need to go back to sleep!!!!!!!!!!
y,misses being Danimal.
y,has a functioning proto-website in just 3 hours (less if I hadn't forgotten everything about CSS & Wordpress)! Yay!
y,Go Iowa!
y,work 9 to close
y,"is going to chill tonight, maybe order thai, and just relax...."
y,no more shopping!!!
y,all the laundry is done... ahhhhhhhhh.... lol
y,"The devistation in Haiti is heartbreaking, I cannot imagine when they start running out of food and water, and without a sewer system that is going to be hell in that climate...I really hope there is not violence when resources are exahusted"
y,Welcome Dinner tonight and I'm the toastmaster :)
y,"Dont you find it Funny that after Monday(M) and Tuesday(T), the rest of the week says WTF?"
y,vegetarian chili and beans for the little ones
y,is not having a good night. Watching some TV then heading to bed.
y,"From Anomynous: ""These vampires need to either get naked or die"""
y,"Dr. Horrible Blog, reminds me of the themes in Wicked. sooo goood."
y,just does it!!!
y,"had a - has a fever. Got stuck in a jam at orchard road. After the jam, bus broke down. While waiting at a new bus stop, two busses drove by without stopping. Ended up taking four hours to get home. God is Evil."
y,"No one should die because they cannot afford health care, and no one should go broke because they get sick. If you agree, please post this as your status for the rest of the day. Nor should people be forced to go without insurance because the cost of... ""insuring"" oneself is more than their cost of living."
y,Thank God for facebook or everyone would have names misspelled on thier cards...
y,"is having one of those days, but thankfully has come to the realization that moments do pass and tomorrow is a new day and the problems of this week will be a faded memory when next week comes around."
y,Santa must LOVE me; St. John bound in T-11 days!
y,is stoked about this weekend. Marble Canyons: here we come!
y,my hair is turning black!!!
y,tenker på Norge...
y,"Dude, I'm freaking engaged! To the sweetest angel of a fiance ever! Thank you Lord for your love through this woman :D"
y,is resting her voice...stupid laryngitis
y,Bad news: Novocaine is wearing off so my mouth is hurting a bit now. Good news: I can now drink my pumpkin spice latte without dribbling:)
y,is happily watching Pixar short films on abc family while my DVR records *PROPNAME* on another channel:) Oh and I'm drinking my pumpkin spice coffee too! Life is good!
y,Congratulations *PROPNAME*!!! Newest Federal Attorney for the Department of Justice!
y,first free weekend
y,FUCK RHODE ISLAND
y,"In the rainning storm of the morning, by the path of a farming country, the silver hair woman said to me as I greets her, ""When tough time comes, the tough kept going."""
y,Happy Birthday to my lover boy!  You are the best! <3
y,Southside tonight...any takers?
y,It makes me sad to see *PROPNAME* all iced over...
y,I wanna do bad things to you...
y,i'm going to break my record!!!!!!!!!!!
y,mom's coming home tonight. =]]
y,work 10 to close
y,SUPERB!
y,His Royal Highness Fluff n' Stuff IS the perfect name for a pony!
y,Apparently applied to law school at Depaul today...at least that's what they tell me...
y,"I have got loads of naturally white hair, am easily fatigued, suffer from the occasional backache, and am now growing a nice round tummy, apparently. I'm getting too old for this..."
y,What a day!  I repelled down Vasquez rocks in the afternoon and by evening was carving pumpkins underwater with my dive group at the SCV aquatic center.  Throw in making two halloween costumes and it was quite the Saturday!  Pictures to follow soon!
y,tired and sick...sick and tired. gr
y,whos in SF and is going out tonight?
y,"cleaning, laundry, baking cookies...  listening to christmas music..."
y,reads [sic] as a big fat underline under a grammatical mistake someone else made.
y,"is in Homer, AK visiting *PROPNAME*!"
y,Just slept from 7AM to 5PM @_@. Woops
y,"F.M.L. busy and stressed this week…midterms, assignments, papers, and working overtime for Open House…when I finish school I am running away to Hawaii and becoming an illegal immigrant"
y,wanted to go to Las Haciendas 2nite...
y,Two finals today then over to *PROPNAME*'s for the night.
y,finally saw Star Trek. AWESOME. Space is so crazy
y,"Well, I didnt see that coming..."
y,It's amazing that the amount of news that happens in the world every day always just exactly fits the newspaper
y,"""So maybe it's true that I can't live without you, and maybe two is better than one..."""
y,Woo Hoo Friday!
y,"""all we have is hope and love, so don't you worry child, so don't you worry 'bout a thing in the night, for those can lift us up so we can rise, so we can rise above the madness"" -*PROPNAME*"
y,"""we have to continually be jumping off cliffs and developing our wings on the way down"" -*PROPNAME*."
y,"Back in the ATL, but still just as foggy...luckly work is falling into place without me even doing anything..."
y,working until 6pm...home to re-pot orchids then off to *PROPNAME*'s for the night!
y,"Christmas tea with the females of  my mom's family, then home to bake cookies. Maybe out later."
y,is looking forward to *PROPNAME* tonight.
y,is craving a bleu cheese burger and sweet potato fries
y,Dropping off some resumes today...I am feeling good mojo!
y,i am not one to get into the christmas cheer but damn it i want to watch a charlie brown christmas...
y,can't sleep...dang those hyper little elves running around in my brain.
y,Your             problem is that you think you have time
y,"needs beer...actually, any kind of alcohol will do..."
y,has a long but exciting work day.
y,"Did Cindy 30 times in 20 minutes and GI jane in 12:11. Save the sex joke, its Crossfit. 2010 crossfit games here I come!!!!"
y,longest day ever?  Full day in hawaii + red eye flight to LA followed by 15 hours of rehearsal for The Sing-Off.... it's time to SLEEP!
y,is off to the gym!
y,15
y,made cookies.  Her work here is done.
y,A computer again!  Oh how much I missed having one of these things!
y,2 sleepovers in 2 days - both amazin but am now shattered :P good times :D
y,"off to work, then to surf."
y,is so sick of this hospital and not being able to do things on her own
y,has gotta tell you what a state she's in...
y,"icky feeling = gone. Back to prancing through the office with a smile, and my usual excessive energy//need for adventure!"
y,GOING ON AN ADVENTURE...to kalamazoo!!!  bitches are jealous!
y,PSU this weekend? obvi!...
y,stunned!!!!!!!
y,"tried transplanting palo verde trees today.  We'll see how they do.  If I can get one to grow by the arroyo, then everyone downstream will have them too. Eventually."
y,"There is no point at which you can say, Well, I'm successful now. I might as well take a nap"
y,ahhhh i hate the cold. ugh
y,is getting very excited about decorating for Christmas! We are heading out to get a tree and all that fun stuff in a while:)
y,GO STATE BEAT THE BOBCATS!!!!!
y,"I'm not the greatest; I'm the double greatest. Not only do I knock 'em out, I pick the round."
y,"Attention everyone: If you have the misfortune of reading this, then I regret to inform you that I've been seriously injured in a car accident. Okay, maybe not, but I did just lose the game...."
y,Good deal on my New Years 'fit and my first good pair of 4 inch pumps! Lets see if I survive the night...haha
y,"Gonna read ""SHF"""
y,feels like Death warmed over...
y,working
y,"absence sharpens love, presence stregthens it"
y,"wasn't very impressed with ""Taking of Pelham 123"" although I was amused by *PROPNAME*'s character talking about the girl he took to Iceland..a Lithuanian ass model named Lavitika.  Ha"
y,is so brainwashed by Neutrogena ads. Praying for those who have less and for the strength to love all she has with patience
y,"is highly amused. The comparisons between *PROPNAME* and *PROPNAME*, as well as claims of her narcissism, are a classic case of psychological projection. (*PROPNAME*, really? Just how frightened are they of this woman?) The MSM are actually referring to no"
y,is looking through West to East.
y,One more double before nine days of freedom.
y,"""Happy Non-Denominational Happy Winter...""  Just kidding... Happy Holidays Everyone..."
y,"We got your back Harry ""Healthcare"" Reid"
y,"I'm a great believer in luck, and I find the harder I work, the more I have of it."
y,Best Weekend...Eating with family and movie nites with the little cousin... :) :) :)
y,somehow has to BS 5 pages of scientific paper about a frustratingly inconclusive field project AND have sources to cite about it. FML
y,has finished Season 2 of Stargate SG-1!
y,ugh...i hate landlords and i hate renting...
y,wishes she worked the front desk at *PROPNAME* so she could enjoy looking at the Olympic athletes…**sigh**
y,opus 10 no. 1: 10 years in the making ... i'm so happy to finally be able  to play these arpeggios up to speed without feeling like my arm will fall off after the first phrase.
y,"Two weddings, one baby shower and a great church service on Sunday! A weekend full of love and encouragement and I know the best is yet to come! ""All things work together for the good to them that love God, for them who are the called according to his purpose."""
y,"Ok, *PROPNAME*. You only get to name ONE disease with a name that ridiculous. Come on!"
y,"Dude, its freaking snowing!!!!! Yay!!!! Let's play in it!"
y,Caffine. Check.
y,"Life is so good! Medicine rocks and I am so proud of my man for his stellar performance review today. Here comes the first Latino Microsoft CEO, watch and wait."
y,is happy for the new year and is excited for all the wonderful things that are here now and are in the future :) xoxo
y,Was stuck between reality and a dream...unpleasant.
y,facebook is all changed - i swear it wasnt that long ago i came on here!
y,"HERE IS A QUICK POLL FOR ALL OF YOU: HOW MANY OF YOU , AT THIS POINT IN YOUR CAREER, HAVE HELD MORE THAN 5 JOBS ?"
